KulliKamusKod,Telafuz,Lisan,OsmYazilis,Anlam,Ornek,CreatedAt,UpdatedAt
1673,dünbek,(F.),????, dümbelek.,,6/27/2021 20:23,6/27/2021 20:23
1674,dünbâl,(F.),?????," 1.kuyruk. 2.peþ	 art.",,6/27/2021 20:23,6/27/2021 20:23
1675,dünyevî,(A.),?????, dünya ile ilgili.,,6/27/2021 20:23,6/27/2021 20:23
1676,dünyâ,(A.),????,"acun	 dünya.",,6/27/2021 20:23,6/27/2021 20:23
1677,dünyâperest,(A.-F.),????????, [dünyâ + perestîden > perest] dünya düþkünü.,,6/27/2021 20:23,6/27/2021 20:23
1678,dünîm,(F.),?????, ikiye bölünmüþ.,,6/27/2021 20:23,6/27/2021 20:23
1679,dürc,(A.),???, 1.kutu. 2.mücevher kutusu. 3.sevgilinin küçük aðzý.,,6/27/2021 20:23,6/27/2021 20:23
1680,dürd,(F.),???, tortu.,,6/27/2021 20:23,6/27/2021 20:23
1681,dürdkeþ,(F.),?????, [dürd + keþîden > keþ] tortulu þarap içen.,,6/27/2021 20:23,6/27/2021 20:23
1682,dürdâne,(A.-F.),??????, [dür + dâne] 1.inci tanesi. 2.sevgili.,,6/27/2021 20:23,6/27/2021 20:23
1683,dürer,(A.),???, inciler.,,6/27/2021 20:23,6/27/2021 20:23
1684,dürr,(A.),??, inci.,,6/27/2021 20:23,6/27/2021 20:23
1685,dürre,(A.),???, iri inci.,,6/27/2021 20:23,6/27/2021 20:23
1686,dürrâ?a,(A.),?????, ferace.,,6/27/2021 20:23,6/27/2021 20:23
1687,dürû,(F.),????, ikiyüzlü.,,6/27/2021 20:23,6/27/2021 20:23
1688,dürûs,(A.),????, dersler.,,6/27/2021 20:23,6/27/2021 20:23
1689,dürûð,(F.),????, yalan.,,6/27/2021 20:23,6/27/2021 20:23
1690,dürûðzen,(F.),???? ??, [dürûð + zeden > zen] yalancý.,,6/27/2021 20:23,6/27/2021 20:23
1691,dürüst,(F.),????, 1.saðlýklý. 2.tam. 3.doðru.,,6/27/2021 20:23,6/27/2021 20:23
1692,dürüþt,(F.),????, 1.kaba. 2.iri. 3.kalýn.,,6/27/2021 20:23,6/27/2021 20:23
1693,düstûr,(A.),?????," 1.kural	 prensip. 2.kanun kitabý. 3.vezir.",,6/27/2021 20:23,6/27/2021 20:23
1694,düvel,(A.),???, devletler.,,6/27/2021 20:23,6/27/2021 20:23
1695,düvist,(F.),?????, iki yüz.,,6/27/2021 20:23,6/27/2021 20:23
1696,düvâzdeh,(F.),??????, oniki.,,6/27/2021 20:23,6/27/2021 20:23
1697,düvüm,(F.),???, ikinci.,,6/27/2021 20:23,6/27/2021 20:23
1698,düyûn,(A.),????, borçlar.,,6/27/2021 20:23,6/27/2021 20:23
1699,düzd,(F.),???, hýrsýz.,,6/27/2021 20:23,6/27/2021 20:23
1700,düzdî,(F.),????, hýrsýzlýk.,,6/27/2021 20:23,6/27/2021 20:23
1701,düzdîde,(F.),??????," [düzdîden > düzdîd + e] çalýntý	 çalýnmýþ.",,6/27/2021 20:23,6/27/2021 20:23
1702,düþenbe,(F.),??????, pazartesi.,,6/27/2021 20:23,6/27/2021 20:23
1703,düþine,(F.),??????, dün geceki.,,6/27/2021 20:23,6/27/2021 20:23
1704,düþmen,(F.),????, [düþ + men] düþman.,,6/27/2021 20:23,6/27/2021 20:23
1705,düþnâm,(F.),?????," [düþ + nâm] küfür	 sövgü.",,6/27/2021 20:23,6/27/2021 20:23
1706,düþvâr,(F.),?????, güç.,,6/27/2021 20:23,6/27/2021 20:23
1707,dýl?,(A.),???, [ç. ????? ] kenar.,,6/27/2021 20:23,6/27/2021 20:23
1708,dýrâz,(F.),????, uzun.,,6/27/2021 20:23,6/27/2021 20:23
1709,eamm,(A.),???," genelde	 yaygýn haliyle.",,6/27/2021 20:23,6/27/2021 20:23
1710,eazz,(A.),???, çok deðerli.,,6/27/2021 20:23,6/27/2021 20:23
1711,eb,(A.),??," 1.baba. 2.ata	 ced.",,6/27/2021 20:23,6/27/2021 20:23
1712,ebced,(A.),????, sayýsal deðer verilmiþ arap alfabesi.,,6/27/2021 20:23,6/27/2021 20:23
1713,ebcedhân,(A.-F.),????????," [ebced +hânden > hân] 1.okula yeni baþlamýþ öðrenci. 2.acemi	 deneyimsiz.",,6/27/2021 20:23,6/27/2021 20:23
1714,ebdâl,(A.),?????," derviþ	 abdal.",,6/27/2021 20:23,6/27/2021 20:23
1715,ebdân,(A.),?????, bedenler.,,6/27/2021 20:23,6/27/2021 20:23
1716,ebed,(A.),???, sonsuz gelecek zaman.,,6/27/2021 20:23,6/27/2021 20:23
1717,ebeden,(A.),????," asla	 hiçbir zaman.",,6/27/2021 20:23,6/27/2021 20:23
1718,ebediyyen,(A.),?????," sonsuza kadar	 asla	 hiçbir zaman.",,6/27/2021 20:23,6/27/2021 20:23
1719,ebediyyet,(A.),?????, sonsuzluk.,,6/27/2021 20:23,6/27/2021 20:23
1720,ebedî,(A.),????, sonsuz.,,6/27/2021 20:23,6/27/2021 20:23
1721,ebeveyn,(A.),?????, anababa.,,6/27/2021 20:23,6/27/2021 20:23
1722,ebhâr,(A.),?????, denizler.,,6/27/2021 20:23,6/27/2021 20:23
1723,ebhâs,(A.),?????," bahisler	 tartýþmalar.",,6/27/2021 20:23,6/27/2021 20:23
1724,ebkem,(A.),????, dilsiz.,,6/27/2021 20:23,6/27/2021 20:23
1725,eblak,(A.),????, alacalý.,,6/27/2021 20:23,6/27/2021 20:23
1726,ebleh,(A.),????, bön.,,6/27/2021 20:23,6/27/2021 20:23
1727,eblehâne,(A.-F.),???????, [ebleh + âne] bön bön.,,6/27/2021 20:23,6/27/2021 20:23
1728,eblehî,(A.-F.),?????, bönlük.,,6/27/2021 20:23,6/27/2021 20:23
1729,ebniye,(A.),?????, binalar. ,,6/27/2021 20:23,6/27/2021 20:23
1730,ebnâ,(A.),????, oðullar.,,6/27/2021 20:23,6/27/2021 20:23
1731,ebr,(F.),???, bulut.,,6/27/2021 20:23,6/27/2021 20:23
1732,ebred,(A.),????," dondurucu soðuk	 çok soðuk.",,6/27/2021 20:23,6/27/2021 20:23
1733,ebreþ,(A.),????, 1.alacalý at. 2.alaca.,,6/27/2021 20:23,6/27/2021 20:23
1734,ebriþüm,(F.),??????," ipek	 bükülü ipek.",,6/27/2021 20:23,6/27/2021 20:23
1735,ebrâlûd,(F.),???????, [ebr + âlûden > âlûd] bulutlu.,,6/27/2021 20:23,6/27/2021 20:23
1736,ebrâr,(A.),?????," iyi insanlar	 dürüst insanlar.",,6/27/2021 20:23,6/27/2021 20:23
1737,ebrû,(F.),????, kaþ.,,6/27/2021 20:23,6/27/2021 20:23
1738,ebsâr,(A.),?????, gözler.,,6/27/2021 20:23,6/27/2021 20:23
1739,ebvâb,(A.),?????," 1.kapýlar. 2.bölümler	 bâblar.",,6/27/2021 20:23,6/27/2021 20:23
1740,ebyaz,(A.),????, bembeyaz.,,6/27/2021 20:23,6/27/2021 20:23
1741,ebyât,(A.),?????, beyitler. ,,6/27/2021 20:23,6/27/2021 20:23
1742,ebâbil,(A.),??????, kýrlangýç.,,6/27/2021 20:23,6/27/2021 20:23
1743,ebâtil,(A.),?????," saçma sapan sözler	 ipe sapa gelmez þeyler.",,6/27/2021 20:23,6/27/2021 20:23
1744,ebî,(A.),???, baba.,,6/27/2021 20:23,6/27/2021 20:23
1745,ebülbeþer,(A.),????????, Âdem.,,6/27/2021 20:23,6/27/2021 20:23
1746,eb?ad,(A.),????, çok uzak.,,6/27/2021 20:23,6/27/2021 20:23
1747,eb?âd,(A.),?????, 1.boyutlar. 2.uzunluklar.,,6/27/2021 20:23,6/27/2021 20:23
1748,ecdâd,(A.),?????," atalar	 cedler.",,6/27/2021 20:23,6/27/2021 20:23
1749,ecel,(A.),???," hayatýn sonu	 ölüm vakti.",,6/27/2021 20:23,6/27/2021 20:23
1750,ecell,(A.),???," çok büyük	 ulular ulusu.",,6/27/2021 20:23,6/27/2021 20:23
1751,echel,(A.),????, zýrcahil.,,6/27/2021 20:23,6/27/2021 20:23
1752,echelüminkaragöz,(A.-T.),???? ?? ??? ???, zýrcahil.,,6/27/2021 20:23,6/27/2021 20:23
1753,ecir,(A.),???, 1.ödül. 2.ücret.,,6/27/2021 20:23,6/27/2021 20:23
1754,ecnebî,(A.),?????, yabancý.,,6/27/2021 20:23,6/27/2021 20:23
1755,ecnâs,(A.),?????," türler	 cinsler. ",,6/27/2021 20:23,6/27/2021 20:23
1756,ecr,(A.),???, 1.ödül. 2.ücret.,,6/27/2021 20:23,6/27/2021 20:23
1757,ecrâm,(A.),?????, cansýz varlýklar.,,6/27/2021 20:23,6/27/2021 20:23
1758,ecsâd,(A.),?????, 1.cesetler. 2.bedenler.,,6/27/2021 20:23,6/27/2021 20:23
1759,ecsâm,(A.),?????, 1.cisimler. 2.vücutlar.,,6/27/2021 20:23,6/27/2021 20:23
1760,ecvef,(A.),????, 1.kof. 2.dangalak.,,6/27/2021 20:23,6/27/2021 20:23
1761,ecvibe,(A.),?????, cevaplar.,,6/27/2021 20:23,6/27/2021 20:23
1762,eczâ,(A.),????, 1.parçalar. 2.ilaç hammaddeleri.,,6/27/2021 20:23,6/27/2021 20:23
1763,eczâhâne,(A.-F.),????????, eczane.,,6/27/2021 20:23,6/27/2021 20:23
1764,ecânib,(A.),?????, yabancýlar.,,6/27/2021 20:23,6/27/2021 20:23
1765,edeb,(A.),???, 1.terbiye. 2.utanma duygusu. 3.edebiyat.,,6/27/2021 20:23,6/27/2021 20:23
1766,edepli,(A.-T.),?????,"terbiyeli	 edep sahibi.",,6/27/2021 20:23,6/27/2021 20:23
1767,edevât,(A.),?????," avadanlýk	 araçlar	 aletler.",,6/27/2021 20:23,6/27/2021 20:23
1768,edille,(A.),????, 1.deliller. 2.rehberler.,,6/27/2021 20:23,6/27/2021 20:23
1769,ednâ,(A.),????, 1.en aþaðý. 2.alçak mý alçak.,,6/27/2021 20:23,6/27/2021 20:23
1770,edviye,(A.),?????," ilaçlar	 devalar.",,6/27/2021 20:23,6/27/2021 20:23
1771,edvâr,(A.),?????," devirler	 çaðlar. ",,6/27/2021 20:23,6/27/2021 20:23
1772,edyân,(A.),?????, dinler.,,6/27/2021 20:23,6/27/2021 20:23
1773,edyâr,(A.),?????, manastýrlar.,,6/27/2021 20:23,6/27/2021 20:23
1774,edâ,(A.),???," 1.ödeme. 2.yapma	 yerine getirme. 3.tarz	 tavýr. 4.çalým.",,6/27/2021 20:23,6/27/2021 20:23
1775,edîb,(A.),????, 1.edebiyatçý. 2.edepli.,,6/27/2021 20:23,6/27/2021 20:23
1776,edîbe,(A.),?????, 1.bayan edebiyatçý. 2.edepli bayan.,,6/27/2021 20:23,6/27/2021 20:23
1777,edîm,(A.),????," 1.tabaklanmýþ deri. 2.yüzey	 yüz.",,6/27/2021 20:23,6/27/2021 20:23
1778,ed?iye,(A.),?????, dualar.,,6/27/2021 20:23,6/27/2021 20:23
1779,efdal,(A.),????," en üstün	 en iyi.",,6/27/2021 20:23,6/27/2021 20:23
1780,efgân,(F.),?????," feryat etme	 figan etme.",,6/27/2021 20:23,6/27/2021 20:23
1781,efkende,(F.),??????,düþkün âþýk.,,6/27/2021 20:23,6/27/2021 20:23
1782,efkâr,(A.),?????," fikirler	 düþünceler.",,6/27/2021 20:23,6/27/2021 20:23
1783,eflâk,(A.),?????," gökler	 felekler.",,6/27/2021 20:23,6/27/2021 20:23
1784,efrenc,(A.),?????," Batýlý	 Avrupalý.",,6/27/2021 20:23,6/27/2021 20:23
1785,efreng,(F.),?????,"Batýlý	 Avrupalý.",,6/27/2021 20:23,6/27/2021 20:23
1786,efrâd,(A.),?????," fertler	 bireyler.",,6/27/2021 20:23,6/27/2021 20:23
1787,efser,(F.),????, subay.,,6/27/2021 20:23,6/27/2021 20:23
1788,efser,(F.),????, taç.,,6/27/2021 20:23,6/27/2021 20:23
1789,efsâne,(F.),??????, 1.masal. 2.efsane.,,6/27/2021 20:23,6/27/2021 20:23
1790,efsâr,(F.),?????, yular.,,6/27/2021 20:23,6/27/2021 20:23
1791,efsûn,(F.),?????," afsun	 büyü.",,6/27/2021 20:23,6/27/2021 20:23
1792,efsûnger,(F.),???????, [efsûn + ger] 1.afsuncu. 2.büyüleyici.,,6/27/2021 20:23,6/27/2021 20:23
1793,efsûs,(F.),?????," yazýk	 çok yazýk	 eyvahlar olsun.",,6/27/2021 20:23,6/27/2021 20:23
1794,efsürde,(F.),??????," [efsurden > efsurd + e] 1.donuk. 2.üzgün	 moral çöküntüsü içinde. 3.duygusuz.",,6/27/2021 20:23,6/27/2021 20:23
1795,efvâc,(A.),?????, bölükler.,,6/27/2021 20:23,6/27/2021 20:23
1796,efvâh,(A.),?????, aðýzlar.,,6/27/2021 20:23,6/27/2021 20:23
1797,efyûn,(F.),?????, afyon.,,6/27/2021 20:23,6/27/2021 20:23
1798,efzâr,(F.),?????," alet	 araç gereç.",,6/27/2021 20:23,6/27/2021 20:23
1799,efzâyiþ,(F.),??????, [efzûden > efzây + iþ] artýþ.,,6/27/2021 20:23,6/27/2021 20:23
1800,efzûn,(F.),?????, fazla.,,6/27/2021 20:23,6/27/2021 20:23
1801,efâzýl,(A.),?????, 1.seçkin insanlar. 2.bilginler.,,6/27/2021 20:23,6/27/2021 20:23
1802,efþüre,(F.),?????, sýkýlmýþ meyva suyu.,,6/27/2021 20:23,6/27/2021 20:23
1803,ef?âl,(A.),?????," 1.fiiller. 2.hareketler	 eylemler.",,6/27/2021 20:23,6/27/2021 20:23
1804,ef?î,(A.),????, engerek yýlaný.,,6/27/2021 20:23,6/27/2021 20:23
1805,eger,(F.),???, eðer.,,6/27/2021 20:23,6/27/2021 20:23
1806,ehad,(A.),???," 1.bir	 tek. 2.Tanrý.",,6/27/2021 20:23,6/27/2021 20:23
1807,ehadiyyet,(A.),?????, 1.birlik. 2.Tanrý'nýn birliði.,,6/27/2021 20:23,6/27/2021 20:23
1808,ehass,(A.),???, baþlýca.,,6/27/2021 20:23,6/27/2021 20:23
1809,ehdâf,(A.),?????, hedefler.,,6/27/2021 20:23,6/27/2021 20:23
1810,ehemm,(A.),???, en önemlisi.,,6/27/2021 20:23,6/27/2021 20:23
1811,ehemmiyet atfetmek,(A.),????? ??? ?????,"önem vermek	 önemsemek.",,6/27/2021 20:23,6/27/2021 20:23
1812,ehemmiyet kesb eylemek,(A.),????? ??? ?????,önem kazanmak.,,6/27/2021 20:23,6/27/2021 20:23
1813,ehemmiyyet,(A.),?????, önem.,,6/27/2021 20:23,6/27/2021 20:23
1814,ehibbâ,(A.),????, dostlar.,,6/27/2021 20:23,6/27/2021 20:23
1815,ehil,(A.),???, 1.maharet sahibi. 2.evcil. 3.bir yerde ikamet eden. 4.bir yere mensup.,,6/27/2021 20:23,6/27/2021 20:23
1816,ehl,(A.),???, 1.maharet sahibi. 2.evcil. 3.bir yerde ikamet eden. 4.bir yere veya görüþe mensup.,,6/27/2021 20:23,6/27/2021 20:23
1817,ehl-i dil,(A.),??? ??,"1.gönülden anlayanlar	 halden anlayanlar. 2.âþýklar.",,6/27/2021 20:23,6/27/2021 20:23
1818,ehl-i dîn,(A.),??? ???, bir dine inananlar.,,6/27/2021 20:23,6/27/2021 20:23
1819,ehl-i hubre,(A.),??? ????, bilirkiþi.,,6/27/2021 20:23,6/27/2021 20:23
1820,ehl-i hâl,(A.),??? ???, halden anlayan.,,6/27/2021 20:23,6/27/2021 20:23
1821,ehl-i salîb,(A.),??? ????, haçlýlar.,,6/27/2021 20:23,6/27/2021 20:23
1822,ehl-i vukûf,(A.),??? ????, bilirkiþi.,,6/27/2021 20:23,6/27/2021 20:23
1823,ehl-i îmân,(A.),??? ?????," iman edenler	 inananlar.",,6/27/2021 20:23,6/27/2021 20:23
1824,ehliyyet,(A.),?????," 1.beceri sahipliði	 yeterlilik	 yetki. 3.yeterlilik belgesi.",,6/27/2021 20:23,6/27/2021 20:23
1825,ehrimen,(F.),?????," kötülük tanrýsý	 þeytan.",,6/27/2021 20:23,6/27/2021 20:23
1826,ehrâm,(A.),?????, piramit.,,6/27/2021 20:23,6/27/2021 20:23
1827,ehsâs,(A.),?????," duygular	 hisler.",,6/27/2021 20:23,6/27/2021 20:23
1828,ehven,(A.),????, 1.çok ucuz. 2.çok kolay.,,6/27/2021 20:23,6/27/2021 20:23
1829,ehzâb,(A.),?????, 1.hizipler. 2.partiler. 3.gruplar.,,6/27/2021 20:23,6/27/2021 20:23
1830,ehâdîs,(A.),??????, hadisler.,,6/27/2021 20:23,6/27/2021 20:23
1831,ehâlî,(A.),?????," ahali	 halk.",,6/27/2021 20:23,6/27/2021 20:23
1832,eimme,(A.),????," imamlar	 önderler.",,6/27/2021 20:23,6/27/2021 20:23
1833,eizze,(A.),????," 1.azizler	 ermiþler. 2.saygýn kiþiler.",,6/27/2021 20:23,6/27/2021 20:23
1834,ejder,(F.),????, 1.büyük yýlan. 2.ejderha.,,6/27/2021 20:23,6/27/2021 20:23
1835,ejderhâ,(F.),??????, 1.büyük yýlan. 2.ejderha.,,6/27/2021 20:23,6/27/2021 20:23
1836,ekall,(A.),???, en az.,,6/27/2021 20:23,6/27/2021 20:23
1837,ekalliyet,(A.),?????, azýnlýk.,,6/27/2021 20:23,6/27/2021 20:23
1838,ekber,(A.),????, en büyük.,,6/27/2021 20:23,6/27/2021 20:23
1839,ekdâr,(A.),?????," kederler	 üzüntüler.",,6/27/2021 20:23,6/27/2021 20:23
1840,ekfân,(A.),?????, kefenler.,,6/27/2021 20:23,6/27/2021 20:23
1841,ekhâl,(A.),?????, sürmeler.,,6/27/2021 20:23,6/27/2021 20:23
1842,ekl,(A.),???, yeme.,,6/27/2021 20:23,6/27/2021 20:23
1843,ekmel,(A.),????," mükemmel	 tam.",,6/27/2021 20:23,6/27/2021 20:23
1844,eknâf,(A.),?????," yerler	 yöreler	 taraflar.",,6/27/2021 20:23,6/27/2021 20:23
1845,eknûn,(F.),?????, þimdi.,,6/27/2021 20:23,6/27/2021 20:23
1846,ekrem,(A.),????, çok cömert.,,6/27/2021 20:23,6/27/2021 20:23
1847,ekser,(A.),????, en çok.,,6/27/2021 20:23,6/27/2021 20:23
1848,ekseriyyet,(A.),??????, çoðunluk.,,6/27/2021 20:23,6/27/2021 20:23
1849,ekseriyyâ,(A.),??????," çoðu zaman	 sýk sýk.",,6/27/2021 20:23,6/27/2021 20:23
1850,ekserî,(A.),?????, 1.çoðu. 2.çoðu kez.,,6/27/2021 20:23,6/27/2021 20:23
1851,ektâf,(A.),?????, 1.omuzlar. 2.kürek kemikleri.,,6/27/2021 20:23,6/27/2021 20:23
1852,ekvân,(A.),?????, 1.dünyalar. 2.varlýklar.,,6/27/2021 20:23,6/27/2021 20:23
1853,ekyâl,(A.),?????, 1.kileler. 2.ölçekler.,,6/27/2021 20:23,6/27/2021 20:23
1854,ekzeb,(A.),????, kuyruklu yalan.,,6/27/2021 20:23,6/27/2021 20:23
1855,ekâbir,(A.),?????," büyükler	 ileri gelenler.",,6/27/2021 20:23,6/27/2021 20:23
1856,ekâlîm,(A.),??????, 1.ülkeler. 2.büyük toprak parçalarý.,,6/27/2021 20:23,6/27/2021 20:23
1857,ekârib,(A.),?????," yakýnlar	 akrabalar.",,6/27/2021 20:23,6/27/2021 20:23
1858,ekâvîl,(A.),??????, sözler.,,6/27/2021 20:23,6/27/2021 20:23
1859,ekîd,(A.),????, kesin.,,6/27/2021 20:23,6/27/2021 20:23
1860,ekîden,(A.),?????, kesinlikle.,,6/27/2021 20:23,6/27/2021 20:23
1861,ekûl,(A.),????, pisboðaz.,,6/27/2021 20:23,6/27/2021 20:23
1862,elaman,(A.),??????," aman dileme	 imdat	 yardým.",,6/27/2021 20:23,6/27/2021 20:23
1863,elbise,(A.),?????, giysiler.,,6/27/2021 20:23,6/27/2021 20:23
1864,elem,(A.),???," [ç. ???? ] acý	 üzüntü.",,6/27/2021 20:23,6/27/2021 20:23
1865,elemzede,(A.-F.),??? ???, [elem + zeden > zed + e] elemli.,,6/27/2021 20:23,6/27/2021 20:23
1866,elf,(A.),???, bin.,,6/27/2021 20:23,6/27/2021 20:23
1867,elfâz,(A.),?????," sözler	 lafýzlar.",,6/27/2021 20:23,6/27/2021 20:23
1868,elhâc,(A.),?????, hacý.,,6/27/2021 20:23,6/27/2021 20:23
1869,elhâlet hâzihi,(A.),?????? ???," þimdiki	 günümüzdeki.",,6/27/2021 20:23,6/27/2021 20:23
1870,elhân,(A.),?????," þarkýlar	 melodiler.",,6/27/2021 20:23,6/27/2021 20:23
1871,elhâsýl,(A.),??????, sonuçta.,,6/27/2021 20:23,6/27/2021 20:23
1872,elifba,(A.),?????, alfabe.,,6/27/2021 20:23,6/27/2021 20:23
1873,elkýssa,(A.),?????," kýsacasý	 sonuç olarak.",,6/27/2021 20:23,6/27/2021 20:23
1874,elsine,(A.),?????," diller	 ""Lisan""lar.",,6/27/2021 20:23,6/27/2021 20:23
1875,eltâf,(A.),?????," iyilikler	 lütuflar.",,6/27/2021 20:23,6/27/2021 20:23
1876,elvedâ,(A.),??????, elveda.,,6/27/2021 20:23,6/27/2021 20:23
1877,elviye,(A.),?????, sancaklar.,,6/27/2021 20:23,6/27/2021 20:23
1878,elvâh,(A.),?????," levhalar	 tablolar.",,6/27/2021 20:23,6/27/2021 20:23
1879,elvân,(A.),?????, renkler.,,6/27/2021 20:23,6/27/2021 20:23
1880,elyevm,(A.),?????, bugün.,,6/27/2021 20:23,6/27/2021 20:23
1881,elyâf,(A.),?????, lifler.,,6/27/2021 20:23,6/27/2021 20:23
1882,elzem,(A.),????, çok gerekli. ,,6/27/2021 20:23,6/27/2021 20:23
1883,elîm,(A.),????," acý	 acýklý.",,6/27/2021 20:23,6/27/2021 20:23
1884,elîme,(A.),?????," acý	 acýklý.",,6/27/2021 20:23,6/27/2021 20:23
1885,el?an,(A.),????, þimdi.,,6/27/2021 20:23,6/27/2021 20:23
1886,emaret,(A.),?????," beylik	 emirlik.",,6/27/2021 20:23,6/27/2021 20:23
1887,emced,(A.),????," çok onurlu	 çok þerefli.",,6/27/2021 20:23,6/27/2021 20:23
1888,emel,(A.),???, arzu.,,6/27/2021 20:23,6/27/2021 20:23
1889,emhâl,(A.),?????, mühletler.,,6/27/2021 20:23,6/27/2021 20:23
1890,emhâr,(A.),?????, mehirler.,,6/27/2021 20:23,6/27/2021 20:23
1891,emir,(A.),???," buyruk	 emir.",,6/27/2021 20:23,6/27/2021 20:23
1892,emir ýsdâr edilmek,(A.-T.),??????????????,emir çýkartýlmak.,,6/27/2021 20:23,6/27/2021 20:23
1893,emirnâme,(A.-F.),???????," ferman	 emir belgesi.",,6/27/2021 20:23,6/27/2021 20:23
1894,emkine,(A.),?????," mekanlar	 yerler.",,6/27/2021 20:23,6/27/2021 20:23
1895,emlâk,(A.),?????, mülkler.,,6/27/2021 20:23,6/27/2021 20:23
1896,emmâre,(A.),?????, emredici.,,6/27/2021 20:23,6/27/2021 20:23
1897,emn,(A.),???," güvenlik	 emniyet.",,6/27/2021 20:23,6/27/2021 20:23
1898,emniyyet,(A.),?????, 1.güvenlik. 2.emniyet teþkilatý.,,6/27/2021 20:23,6/27/2021 20:23
1899,emr,(A.),???," 1.emir	 buyruk. 2.iþ.",,6/27/2021 20:23,6/27/2021 20:23
1900,emred,(A.),????, býyýklarý yeni terlemiþ genç.,,6/27/2021 20:23,6/27/2021 20:23
1901,emrâz,(A.),?????, hastalýklar.,,6/27/2021 20:23,6/27/2021 20:23
1902,emsile,(A.),?????, örnekler.,,6/27/2021 20:23,6/27/2021 20:23
1903,emsâl,(A.),?????, 1.hikayeler. 2.masallar.,,6/27/2021 20:23,6/27/2021 20:23
1904,emsâl,(A.),?????, 1.örnekler. 2.benzerler.,,6/27/2021 20:23,6/27/2021 20:23
1905,emtia,(A.),?????, mallar.,,6/27/2021 20:23,6/27/2021 20:23
1906,emvâc,(A.),?????, dalgalar.,,6/27/2021 20:23,6/27/2021 20:23
1907,emvâl,(A.),?????, mallar. ,,6/27/2021 20:23,6/27/2021 20:23
1908,emvât,(A.),?????, ölüler.,,6/27/2021 20:23,6/27/2021 20:23
1909,emzice,(A.),?????," mizaçlar	 karakterler.",,6/27/2021 20:23,6/27/2021 20:23
1910,emâkin,(A.),?????, mekanlar.,,6/27/2021 20:23,6/27/2021 20:23
1911,emân,(A.),????, aman dileme.,,6/27/2021 20:23,6/27/2021 20:23
1912,emânet,(A.),?????, 1.eminlik. 2.emanet.,,6/27/2021 20:23,6/27/2021 20:23
1913,emânetdâr,(A.-F.),????? ???, [emânet + dâþten > dâr] emanetçi.,,6/27/2021 20:23,6/27/2021 20:23
1914,emâneten,(A.),?????, emanet olarak.,,6/27/2021 20:23,6/27/2021 20:23
1915,emânât-ý mübâreke,(A.-F.),?????? ??????, kutsal emanetler.,,6/27/2021 20:23,6/27/2021 20:23
1916,emânât:,(A.),??????,emanetler.,,6/27/2021 20:23,6/27/2021 20:23
1917,emâre,(A.),?????," iþaret	 belirti.",,6/27/2021 20:23,6/27/2021 20:23
1918,emârât,(A.),??????," iþaretler	 belirtiler.",,6/27/2021 20:23,6/27/2021 20:23
1919,emîn,(A.),????, 1.güvenilir. 2.emniyetli.,,6/27/2021 20:23,6/27/2021 20:23
1920,emîr,(A.),????," bey	 emirlik baþkaný	 emir.",,6/27/2021 20:23,6/27/2021 20:23
1921,em?â,(A.),????, baðýrsaklar.,,6/27/2021 20:23,6/27/2021 20:23
1922,enbiyâ,(A.),?????, peygamberler.,,6/27/2021 20:23,6/27/2021 20:23
1923,enbân,(F.),?????, heybe.,,6/27/2021 20:23,6/27/2021 20:23
1924,enbâr,(F.),?????, ambar.,,6/27/2021 20:23,6/27/2021 20:23
1925,enbîk,(A.),?????, imbik.,,6/27/2021 20:23,6/27/2021 20:23
1926,enbûh,(F.),?????, 1.kalabalýk. 2.gür. 3.yoðun.,,6/27/2021 20:23,6/27/2021 20:23
1927,encâm,(F.),?????, son.,,6/27/2021 20:23,6/27/2021 20:23
1928,encîr,(F.),?????, incir.,,6/27/2021 20:23,6/27/2021 20:23
1929,encüm,(A.),????, yýldýzlar.,,6/27/2021 20:23,6/27/2021 20:23
1930,encümen,(F.),?????, 1.topluluk. 2.dernek. 3.heyet. 4.komisyon.,,6/27/2021 20:23,6/27/2021 20:23
1931,endek,(F.),????, az.,,6/27/2021 20:23,6/27/2021 20:23
1932,ender,(A.),????, çok az bulunan.,,6/27/2021 20:23,6/27/2021 20:23
1933,enderûn,(F.),??????," 1.iç	 içerisi. 2.harem dairesi. 3.gönül	 kalp.",,6/27/2021 20:23,6/27/2021 20:23
1934,enderü?l-vukû,(A.),??????????, az rastlanýr.,,6/27/2021 20:23,6/27/2021 20:23
1935,endiþeli,(F.-T.)  ,?????? ??,kaygýlý.,,6/27/2021 20:23,6/27/2021 20:23
1936,endâm,(F.),?????, boy bos.,,6/27/2021 20:23,6/27/2021 20:23
1937,endâze,(F.),??????, 60 cm.lik uzunluk ölçüsü.,,6/27/2021 20:23,6/27/2021 20:23
1938,endîþe,(F.),??????, 1.düþünce. 2.kaygý.,,6/27/2021 20:23,6/27/2021 20:23
1939,endîþnâk,(F.),????????, [endîþ+ nâk] 1.düþünceli. 2.kaygýlý.,,6/27/2021 20:23,6/27/2021 20:23
1940,endûh,(F.),?????, keder.,,6/27/2021 20:23,6/27/2021 20:23
1941,ene,(A.),???, ben.,,6/27/2021 20:23,6/27/2021 20:23
1942,enf,(A.),???, burun.,,6/27/2021 20:23,6/27/2021 20:23
1943,enfes,(A.),????, çok nefis.,,6/27/2021 20:23,6/27/2021 20:23
1944,enfâs,(A.),?????," nefesler	 soluklar.",,6/27/2021 20:23,6/27/2021 20:23
